Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1492e9e9-b794-4b30-80a5-35ff911362d1/agents/370765cc-e602-4ec8-adcc-0b5a68ec6d68 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288878eca0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/133184be-3a92-4846-b46b-245dbdd958df/addresses/fd64fd90-d561-4477-8656-e98f63730bad (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287764a2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/d9f00d23-2283-4184-b3a4-ad372daf2ffc/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889030550>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/f94cc746-6433-4313-be15-2ae55eb25d8a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cdf71f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/89f6b0d2-6383-4c17-a9de-a716045ad643/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c335e20>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f40feef9-d269-4c04-a8e8-62b81ab2c28a/agents/31d8ea7d-9df9-4068-b3ff-f0c8c8c6df12 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a41d3490>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/a870223b-3632-423b-833c-d42d8ab5364f/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e689eb0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",19
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/5a91ed6f-3121-4258-8d72-f133c34f37e3/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888dfe280>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/db6e2318-b55d-4499-a884-efebc82965e3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd2a8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/59e0c3e5-bdaa-4b26-be89-87afbfa055ec/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bdd3760>: Failed to establish a new connection: [Errno 111] Connection refused'))",29
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/99dbf783-595c-4af4-988b-200724e806ab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c12aa60>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9827c7f3-ab05-4747-a941-58506921400f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28778fc8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/1a591b0f-f1ee-4812-88e9-fda7ff9503e6/addresses/8a30e4b6-c47a-41b6-85ff-4b5715892b05 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877dbbf70>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/18445e4d-beee-4f28-b10a-18f7b2388d58/addresses/cb98475c-84bd-4f2c-b965-dfe5a9368c4c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289ce981f0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/87f4a27c-f8c0-4a3f-9ab9-3ce061b16f01 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bdf7ee0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e3d2778b-b441-4149-b166-564d1ea27be1/addresses/a58c772f-d9a1-4cd7-97af-754698ad4cea (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28768ed3d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a8a89783-ffe5-4eed-a19c-6b5dd2f53b02/addresses/acb1eaa4-3455-42ae-b745-1c473c5fc9f8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28883cb2e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/1d8a29bd-f19f-4ce8-9ba2-d2bdb3e81403/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d9a3430>: Failed to establish a new connection: [Errno 111] Connection refused'))",21
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b624dbdf-5321-4fbd-b8c6-0ea32bf51f45/agents/56c0b6da-6e1d-4b35-a102-541072a7980e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888c1fbb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/eb08a8e8-7695-4a54-98f0-ce8772e1f04e/addresses/ac5e6675-1d76-4110-83ea-63f5f86c6ab0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28886c22e0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/6fea7501-033b-498e-b28a-61206a98d6d7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289fe35730>: Failed to establish a new connection: [Errno 111] Connection refused'))",242
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f5af3f3c-3100-40d9-a2ff-61f41e4827a4/addresses/d0ef3576-d414-437a-b846-0ef3d726b3ea (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e6f4880>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5ab37ee2-bec7-418e-8d4a-0e7c4405a2e4/addresses/64bcdf74-a5de-4cb8-a3d1-69445955db1c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bd1fdc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5c345831-e919-4ec4-90f0-e5043c97560d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889a4d5b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7c394b7e-5712-4242-bb0b-a4c91830b9cb/addresses/fcc08e87-4111-4428-82e5-2f4a7ee2615c (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e65b250>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5cf2ea35-deb8-4368-8bcb-aa0eafd6dfed/addresses/fd836c26-76ee-405b-9034-d50fd07a2c4b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888d1ac10>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b38d751a-0216-4541-b582-a666240b9bce/agents/262b75c5-46f0-444c-a698-ab0c368fe012 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d80a970>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/217be9ee-aaef-4d7a-9d92-a1489fee73b6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a55076d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ad8e67dd-c222-4b35-872f-e292d96b18f7/agents/7444a165-c104-476b-94a2-9d965601353a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d823d30>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/dfec8230-9d57-4f1a-80b3-7c7482373493 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28778d3580>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0b8222b5-13a5-4a11-a3c4-425eba368a9c/addresses/da0d107f-7822-46bc-a13b-9df8658b22a0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288983b4f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/cebd44b1-adf5-4fc7-b5da-22a24ce2df47/agents/3b0e6ea9-cdc2-483f-9fcd-ecfc78ba1112 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877d5a520>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/eec021aa-fa5c-4886-a073-5d756532bc0b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d534c70>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/cb245d95-f077-4453-afbf-58aa63902abb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a50a0a60>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/7e0c241e-a125-465e-ab53-1831c3848a0a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4107a00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/605895b0-f58c-4386-ad16-e609d720444e/addresses/715bfe2c-e0a7-4800-ba17-4f7f6fe7a95a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877c42a30>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/fcc8cfb8-baf6-4ca7-9073-75108cbcbe3a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888ad1490>: Failed to establish a new connection: [Errno 111] Connection refused'))",33
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/08538fc9-37e3-40ba-856f-b72a2f14f7a6/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877f89730>: Failed to establish a new connection: [Errno 111] Connection refused'))",73
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/02947aca-2eba-4faf-9007-ffd10c7511fb/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287672ea60>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/b60acac4-bf15-46cc-b9ce-c815c2e7a4fe/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876bc5a60>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/7f09e9e7-5789-4cc0-98b7-95d0469bcb42 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876955e50>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/b418f487-21e5-4ada-a689-0a6e8192fbf7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287677fe20>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/065426c2-46b6-4a05-9bd3-bc14ff238789/addresses/99d0e157-01fd-46a9-bbf4-826b3360c637 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a7325a90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/ed91a92d-51fe-4d67-b6cf-caafaa81dae4/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d8c3ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",44
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/ab459b05-223f-4fa7-b616-b2f7410a6f8f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288981cc10>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/849b0344-ba5c-4170-83be-4a6bde6a72b2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a5dda310>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/b4eeb1e0-813b-43bb-89fd-07fbe6d0a343 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a40271c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",53
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/be977721-e06a-493c-8f58-554bb1592326 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a41351c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",42
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/b7e526f4-a99a-401a-a8c6-b936cfe51e5e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289da55dc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",219
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3fc348bb-c4c6-4537-83b8-e5745e15f65a/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889a9e5b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/2aca78f0-6617-45c5-aade-c88f2ea0749c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28769ace50>: Failed to establish a new connection: [Errno 111] Connection refused'))",68
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f3a35b62-719a-4f50-92cf-1fcd92cc93ea/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a413d730>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0036f40f-1de7-40af-942f-2fc15a043f06/addresses/fde5c2bb-3108-4603-a50a-3c67463439da (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a505c8b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/331ce381-6fe4-47d9-948f-c51549192e89/addresses/a6600770-f947-4823-9a85-34fba2b36b3a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288912b0a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/904c16ff-c80b-47d7-9f57-1ab70513a54f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288981c280>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4901751a-6628-4154-b630-fb064cda47e6/addresses/ebf6760e-0ac8-408c-b677-cd8dd34bcb7e (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28772d9130>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/92249ba4-bb54-4554-967a-80eed005dfa2/agents/2bcfbdd7-a6c2-4b0d-94a0-a3b734b6b509 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d923df0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6cb32d97-6a6e-4958-af70-864e65bfb71f/agents/cfd9ab09-4ac6-4af6-a211-f4a2bf96aec7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c2d7550>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/7fec81a6-f02f-48ad-b799-6d18b8ca6c3b/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288983c5b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/46db9881-37e2-4abd-8f1b-03e7b1717f90/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2875a10a00>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/217be9ee-aaef-4d7a-9d92-a1489fee73b6/agents/f4907f77-6dcd-46f7-bf9f-20e8bc49b576 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4f2ae80>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/d570e8ad-6098-48c1-9a8a-ff0abde39ba2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877752310>: Failed to establish a new connection: [Errno 111] Connection refused'))",55
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/97ccaa7f-aa33-4e7d-91e0-56a17cd80e7d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28897c8ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",9
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/4901751a-6628-4154-b630-fb064cda47e6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876ee6f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",14
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/c8ac451c-6eef-4853-ac7a-9c3bbfcdcd28/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28889c2910>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f7f16da7-17db-4243-8cbc-d3c1fe7e52fa/agents/04918345-5ecc-4bfa-83a6-acdff195f9f8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e5c0310>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0be4b626-c1d1-4d5e-a6f1-cfb86aca7b5f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876048c70>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/b774ce7d-7cbc-4db3-947e-1d59ae6d708d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289e6e6700>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d3f226ff-2975-4c10-ac02-77cbe897ac0f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a4fa9c70>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/798a64b2-ed99-4012-a054-41b24589054b/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888e18c40>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
