Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/90a49f08-3399-489d-a79e-4c81b4caf9b0/addresses/e5d2ae46-ae44-4082-9230-fabb3ddacc70 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af12fcf10>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/agents/697fa5de-2003-4ca9-9019-de6ef1b70964 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04137b20>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/83c90d98-0828-4e35-a155-0f787d3f05c3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b074292e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
POST,/prime/v1/mto-shipments,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0403fcd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",432
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/25dacb5b-ed02-4e32-8df3-9116fde15a04 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af13a4910>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/de2a2762-2588-47e8-821e-1391ac1943fe/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06caf640>: Failed to establish a new connection: [Errno 111] Connection refused'))",22
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c92c0cb7-f3df-409c-b0dc-b2534deb9537/agents/b3bb0d26-7696-4764-b7d7-6f28e7420c52 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b060761f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/cd8651e4-a63b-47dd-ae45-3b1d4d1a7ed4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05bc50a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",36
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,412 Client Error: Precondition Failed for url: /support/v1/mto-shipments/{mtoShipmentID}/status,218
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a652f1c9-79a7-49a9-8d12-a0568d029185/addresses/699e2b3b-f4a0-4266-9bfd-ce79040b2ecb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06313130>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/f91fbbf9-45d4-4891-ab12-73e870fa3239 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07294370>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/16b72362-d76a-4f3e-b574-cf69e94add5b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b066cd5b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/2ad7866a-1775-4bbe-8ee8-ea2fa6e122a7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16a19a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/27c9fa4b-2a06-4959-8d7a-ea4327c7cd17/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af08ea0a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",24
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7930d547-bb6a-4e7f-92c1-8ca72c2e7252/agents/79fa3734-6b35-409d-84e4-7444a5fa7988 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06740f10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},412 Client Error: Precondition Failed for url: /prime/v1/mto-shipments/{mtoShipmentID},162
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/5e360771-2c8f-4878-bb1e-db966971447c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b059fd580>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/7a0ccfe4-12e7-4df0-b543-57a27998f7b5 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af15ab310>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
GET,/prime/v1/move-task-orders,"('Connection broken: IncompleteRead(2794 bytes read, 7446 more expected)', IncompleteRead(2794 bytes read, 7446 more expected))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/115c0bff-621d-4209-a652-501fb5242852/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0f10520>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a4e873d5-feda-46b1-afd4-7987977a98ab/addresses/9b582c90-5db4-482f-b66d-3f5105f80265 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0b6c8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f6b86308-8866-4f23-8bce-a5205e778b99/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c4d2130>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/2a18b22e-b3ed-40cc-816b-7cdc46493231/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07aa2eb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/f5da5089-058c-41a3-9dc7-cbbfb1da2726/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07892f40>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/8524470e-97cf-4d75-a925-7715ca794fe0/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06e09310>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
POST,/prime/v1/mto-shipments,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",648
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/de2a2762-2588-47e8-821e-1391ac1943fe/addresses/6a0f8889-c68f-47b1-bc9c-82daf4ae4929 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af156a2b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/83c90d98-0828-4e35-a155-0f787d3f05c3/addresses/96091069-9675-44d6-81b3-134c12998ed2 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b060b2c40>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c92c0cb7-f3df-409c-b0dc-b2534deb9537/addresses/f30544b5-b3bd-4de9-b3a8-f989c646d8a7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040e35b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/2ca3bb68-0cc8-4f21-9a94-a7aeb36bc0b7/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0b0e370>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/e2473886-2709-41ce-a35b-d24165c4a577/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05ed1b20>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e24b8be8-9c0a-4f1e-8da3-9e3fa52b55c4/addresses/20fafd3d-5c88-4b97-a96a-48f3e42fae62 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af164caf0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a652f1c9-79a7-49a9-8d12-a0568d029185/agents/1ed7ef19-2f2e-45bf-9366-53f9a7a78c1b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af165ac10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/14829702-d2cd-4d1d-83e5-1e48f7301b57 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05fecc10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/71536fc3-69d1-438f-9826-9c2a85571e8d (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06b4fe50>: Failed to establish a new connection: [Errno 111] Connection refused'))",26
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/db3b62a9-8ed9-4572-adf3-ae3f3afcc862/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05c76a90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9b3e0638-9944-4403-8dbf-0123ea6d7471 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040f9f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3a7228f7-b1a9-45e8-810d-2aea4b42d6ad/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0c1a11c0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c594460c-9a6c-42aa-bd8e-f8461491ad2a/addresses/806f3e14-fcf1-4202-a486-35ad1ca65332 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07ddd040>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a/agents/37266ec7-dbfd-4cce-a3e0-17ef42e77155 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040e0eb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/84d7e424-f7a9-405f-a4cf-e5cff74891fa (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040f5940>: Failed to establish a new connection: [Errno 111] Connection refused'))",41
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/bed03dcb-845b-4814-acdf-4393ad5fe6f2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040f3640>: Failed to establish a new connection: [Errno 111] Connection refused'))",26
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a8c63fb1-efc4-4af1-ae0a-6e5fa23dfa23 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af10f8dc0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c82b808e-6326-4568-a5aa-d9f00e1b45fa/addresses/45d08695-b973-4b20-aa33-9891dd47d823 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af08f23d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c0df0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a/agents/7da5a1a7-276b-428f-bb9f-fe1aac360f08 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05e42640>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
